Solicitation ID,Solicitation Title,Description Text,Agency Name,Posted Timestamp,Posted Date,Response Timestamp,Response Deadline,Response Timezone,Opportunity Type,Set Aside Code,NAICS,NAICS Title,PSC,PSC Description,Primary Contact Title,Primary Contact Name,Primary Contact Email,Primary Contact Phone,Primary Contact Fax,Secondary Contact Title,Secondary Contact Name,Secondary Contact Email,Secondary Contact Phone,Secondary Contact Fax,Place of Performance Street Address,Place of Performance Street Address2,Place of Performance City,Place of Performance State,Place of Performance Zip,Place of Performance Country Code,Place of Performance Country,Related Opportunity Id,Award Date,Award Amount,Award Number,Delivery Order Number,Award Justification,Awardee Name,Awardee UEI,Awardee CAGE Code,Awardee Line Item,FPDS Code,FPDS Org ID,SAM Organization Name,Parent Opportunity ID,Modified By,Created By,Modified Timestamp,Created Timestamp,Source Website
P17PS02762,19--Ranger Patrol Boat for Whiskeytown National Recreation Area,,Denver Service Center,2017-08-22 22:32:11+00:00,8/22/2017,2017-09-05 05:00:00+00:00,9/5/2017,,Solicitation,SBA,488510,Freight Transportation Arrangement ,19,"Ships, Small Craft, Pontoon, Docks",,"Newsom, Helli",,,,,,,,,,,,,,,,,,,,,,,,,,1443,20000,DSC CONTRACTING SERVICES DIVISION,0332689769b34bf7dcd69712fa227cd0,PI33_DR_IAE_51681,fbms_acq@ios.doi.gov,2017-09-20 08:38:23+00:00,2017-08-22 22:32:11+00:00,https://sam.gov/opp/4512595df7ca981cba10b42083c230e2/view
NND17590736Q,Import Custom House Broker services Requirement,See amendment #1 added to solicitation with updated SOW and extended closing date.,Armstrong Flight Research Center,2017-08-07 23:02:14+00:00,8/7/2017,2017-08-07 22:00:00+00:00,8/7/2017,,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contract Specialist,Nydia E. Wilkinson,nydia.e.wilkinson@nasa.gov,6185813507,,Contracting Officer,Rosalia Toberman,rosalia.toberman@nasa.gov,6612763931,,Contractor Facility and The Port of Los Angeles in California. ,,LOS ANGELES,CA,90733-0151,USA,,,,,,,,,,,,,,Office of Procurement,8e4083ad1e80650ddf688b9e129b0acb,PI33_DR_IAE_51681,nydia.e.wilkinson@nasa.gov,2017-08-22 08:36:56+00:00,2017-08-07 22:16:32+00:00,https://sam.gov/opp/42ca213a5c7dbed79c5ffe1568a2ddbd/view
N66604-17-Q-1649,Import/Export Custom Brokerage Services,AMENDMENT 03  The purpose of this Amendment 03 is to answer industry questions as follows:,NUWC Newport Division,2017-08-01 20:13:43+00:00,8/1/2017,2017-08-07 15:00:00+00:00,8/7/2017,,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,R,"Support Services (Prof, Admin, Mgmt)",Contract Negotiator,Pamela J Sheehan-McGuire,pamela.sheehanmcguir@navy.mil,401-832-1834,401-832-4820,Contracting Officer,Maureen Fauske,maureen.fauske@navy.mil,4018326762,,,,,,,,,,,,,,,,,,,1700,N66604,NUWC DIV NEWPORT,53a8e4b39fd7ac4a0abcfe750c685a14,PI33_DR_IAE_51681,,2017-09-30 08:59:00+00:00,2017-08-01 20:13:43+00:00,https://sam.gov/opp/58ec8c7658e98d81fbb617f82bf18c07/view
SOL-OAA-17-000100,USAID Inland Transportation Services,"USAID anticipates procuring the services of one or more logistics companies to provide freight forwarding, inland transportation and other logistical services. The contractor shall provide inland transportation services from port to inland locations primarily in Africa. The main location will be from the Port of Djibouti to inland points in Ethiopia including Dire Dawa, Kombolcha, Nazareth, Mekele, and Nefas Mewcha. USAID also intends to use this agreement to move cargo from other seaports and warehouse locations in Africa to inland points. The commodities will generally consist of packaged/containerized food aid cargo and may include bulk agricultural products to be used to respond to urgent food needs in Africa. In addition to food aid commodities, USAID may order services for other non-food items owned by USAID.",USAID Office of Acquisition and Assistance,2017-07-27 15:15:34+00:00,7/27/2017,2017-08-09 22:00:00+00:00,8/9/2017,,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Traffic Management Specialist,Lima M. Pallithanam,lpallithanam@usaid.gov,,,Contracting Officer,Prince O. Boateng,pboateng@usaid.gov,,,,,,,,,,,,,,,,,,,,7200,7200AA,USAID M/OAA,4bea08c810248d8bcbea2e6d7e7e7917,PI33_DR_IAE_51681,lpallithanam@usaid.gov,2017-08-24 08:35:22+00:00,2017-07-27 15:15:34+00:00,https://sam.gov/opp/3329fce7cc5d35b77572977d796fd0c5/view
N6817117Q0016,R--Customs Broker Services,"It is anticipated that the U.S. Government will award a Firm Fixed Price (FFP) contract for Customs Broker Services for NAVSUP Fleet Logistic Center Sigonella, Naples (Italy). The contractor shall provide all personnel, equipment, supplies, facilities, transportation, tools, materials, supervision, and other items and non-personal services necessary to perform customs broker services within NSA Naples Customs District AOR.  The Contractor and any agent of the Contractor shall be an Italian Government authorized customs broker.
Request for Quote (RFQ) number N68171-17-Q-0016, will be available in electronic format and will be posted to the European Navy Electronic Commerce on Line (EURONECO) site located at https://www.euro.neco.navy.mil.
  
It is the offerorsâ€™ responsibility to monitor the internet site for the release of the request for quotation and amendments (if any).
The RFQ release date will be on or about 12 June 2017 and will close approximately 30 days thereafter.

",Department of the Navy,2017-06-05 12:18:32+00:00,6/5/2017,2017-06-12 05:00:00+00:00,6/12/2017,,Presolicitation,,488510,Freight Transportation Arrangement ,R,"Support Services (Prof, Admin, Mgmt)",,"Paola Mozzillo 00390815684103 Marco Piccirillo, Ph# 00390815683938",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naval Regional Contracting Center, Naples",007741aa87a81fd88455fe7928543297,PI33_DR_IAE_51681,noreply@fbo.gov,2017-06-19 08:38:28+00:00,2017-06-05 12:18:32+00:00,https://sam.gov/opp/007741aa87a81fd88455fe7928543297/view
AG-1681-S-17-0018,Green Mountain National Forest - Middlebury Office Move,,USFS Region 9: Eastern Region,2017-04-05 12:22:30+00:00,4/5/2017,2017-04-21 21:30:00+00:00,4/21/2017,,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",,Carol Northrop,carolnorthrop@fs.fed.us,814-728-6242,,,,,,,1007 Route 7,,MIDDLEBURY,VT,5753,USA,,,,,,,,,,,,12C2,1256A1,EASTERN REGION USDA FOREST SERVICE,da6ad5ecb63e3baaf570b1d35a2221c1,gemaa.pelch@usda.gov,gemaa.pelch@usda.gov,2021-06-08 20:08:54.519000+00:00,2021-06-08 20:08:54.519000+00:00,https://sam.gov/opp/cf16b96234004b4f92f6ef768429467b/view
SRP380-16-Q-0103,Packing and Shipping Services,,U.S. Embassy In Manila,2017-03-02 07:47:14+00:00,3/2/2017,,,,Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contracting Officer,John A. Klimowski,KlimowskiJA@state.gov,301-2000,,Procurement Agent,Kristine Grace C. Alcantara,AlcantaraKC@state.gov,6328320826,,,,Manila,,,PHL,,,,,,,,,,,,,,"U.S. Embassy Manila, Philippines",3e59955c68897c102d81c90cd018f37d,PI33_DR_IAE_51681,AlcantaraKC@state.gov,2018-09-30 08:47:47+00:00,2017-03-02 07:47:14+00:00,https://sam.gov/opp/f897562b4fa2936eb75d0dc40f5a7c11/view
FA5209-17-T-0024,Freight Forwarding Services for Japan Freight Railway Company (JFRC) 5-ton Containers in Japan,,Pacific Air Forces,2017-02-23 01:38:31+00:00,2/23/2017,2017-02-23 19:00:00+00:00,2/23/2017,,Presolicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contract Specialist,Masayo Inoue,masayo.inoue.jp@us.af.mil,81-42-552-3010,81-42-551-0973,Contracting Officer,Maki Kodama,maki.kodama.jp@us.af.mil,81-42-552-3010,81-42-551-0973,Throughout Japan (less Okinawa),,,,,JPN,,,,,,,,,,,,5700,FA5209,FA5209  374 CONS PK,6ca362cb8f78c4fb087c7c200d56bdbb,PI33_DR_IAE_51681,,2017-04-14 08:39:09+00:00,2017-02-23 01:38:31+00:00,https://sam.gov/opp/305549aeb6cbd2e36afe74e0009be668/view
AG-6395-S-17-0068,Daily Air Cargo Transport of Biological Material from Guatemala to the United States and the Dominican Republic,"Combined Synopsis/Solicitation
(i) This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice. Federal Acquisition Regulation (FAR) Subpart 13.5 authorizes the use of simplified procedures for this acquisition. This announcement constitutes the only solicitation; quotations are being requested and a separate written request for quotation will not be issued. This combined synopsis/solicitation will result in one, fixed-priced contact for the required services not-to-exceed 12 months. (ii) The reference number is __AG-6395-S-17-0068__ and the solicitation is issued as a request for quotation (RFQ). (iii) The provisions and clauses incorporated into this solicitation document are those in effect at the time of publication. Provisions and clauses incorporated by reference have the same force and effect as if they were given in full text. The full text of the Federal Acquisition Regulation (FAR) and Agriculture Federal Acquisition Regulations supplement (AGARs) can be accessed on the Internet at http://www.acquisition.gov/far and http://www.usda.gov/procurement/policy/agar.html. (iv) It is anticipated that one contract will be awarded. This is a full and open procurement. The associated NAICS code for this effort is __488510__ and small business size standard is _$15.0 million_. (v) This requirement consists of _5__ contract line items for cargo transportation by air based on locations listed in the Statement of Work (SOW)/Specifications. The Note to Offeror with the attached SOW/Specifications is provided in Addendum I to this combined synopsis/solicitation. The offeror shall return a completed copy of the Note to Offeror and listed items with its quotation. (vi) Delivery and acceptance of deliverables will be FOB destination. (vii) The provision at 52.212-1, Instructions to Offerors - Commercial, applies to this solicitation. (viii) The provision at 52.212-2, Evaluation - Commercial Items, applies to this solicitation. The Government will award a contract resulting from this solicitation to the responsible offeror whose offer conforming to the solicitation will be most advantageous to the Government, price and other factors considered. The following factors shall be used to evaluate offers: (i) technical capability of the item offered to meet the Government requirement; (ii) price; (iii) past performance. Technical capability and past performance, when combined, are equally important when compared to price. Additional guidance on price and past performance is provided under provision 52.212-1. (ix) The clause at 52.212-3, Contract Terms and Conditions - Commercial Items, applies to this acquisition. Additional FAR clauses and AGAR clauses identified in Attachment 1 are considered applicable to this acquisition. (xiv) Quotations are due to the Contracting Officer via EMAIL no later than 3:00 pm Central Time on Tuesday, _February 21, 2016_. (xv) The assigned Contract Officer is Michael Chiodi. Mr. Chiodi may be reached by email at michael.j.chiodi@aphis.usda.gov, telephone (612) 336-3203, or fax (612) 336-3550. The USDA contracting office mailing address is USDA-APHIS-MRPBS-AAMD Contracting Team, Attn: Michael Chiodi, Butler Square West 5th Floor, 100 North 6th Street, Minneapolis, MN 55403. In order for offers to be considered, quotations must be EMAILED to michael.j.chiodi@aphis.usda.gov.",APHIS Headquarters,2017-02-03 22:54:19+00:00,2/3/2017,2017-02-21 21:00:00+00:00,2/21/2017,,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contracting Officer,Michael J. Chiodi,michael.j.chiodi@aphis.usda.gov,6123363203,6123363550,,,,,,,,Guatemala City,,,GTM,,,,,,,,,,,,,,Procurement Branch,9a5ddb4bab9c0b14f574a8506c8c4d51,PI33_DR_IAE_51681,michael.j.chiodi@usda.gov,2017-03-08 09:47:29+00:00,2017-02-03 22:54:19+00:00,https://sam.gov/opp/9a5ddb4bab9c0b14f574a8506c8c4d51/view
SIT70017R0001,Shipping and Moving Services,,U.S. Embassy In Rome,2017-01-30 17:29:20+00:00,1/30/2017,2017-01-03 11:00:00+00:00,1/3/2017,,Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contracting Officer,Carrie L. Basnight,BasnightCL@state.gov,3.90647E+11,3.90648E+11,Acquisitions Supervisor,Raffaella Iacovacci,iacovaccr@state.gov,3.90647E+11,3.90648E+11,"Rome, Milan, Florence and Naples in Italy ",,Rome,,187,ITA,,,,,,,,,,,,,,"U.S. Embassy Rome, Italy",2d7274fca65185f0571a5b61aa7ee822,PI33_DR_IAE_51681,iacovaccr@state.gov,2018-01-30 09:38:42+00:00,2017-01-30 17:29:20+00:00,https://sam.gov/opp/0b226abbe832153d6aadcf4a0f82511d/view
P17PS00355,V--MOVING & STORAGE SERVICES,"Moving Services to Relocate Contents of Tenant Housing Quarters to Temporary Storage and return at Boston National Historical Park, Charlestown Navy Yard, Boston, MA.",Denver Service Center,2017-01-12 17:38:34+00:00,1/12/2017,2017-01-18 05:00:00+00:00,1/18/2017,,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",,"Hamilton, S (Spencer)",,,,,,,,,,,,,,,,,,,,,,,,,,1443,20000,DSC CONTRACTING SERVICES DIVISION,c254f162ae029761c70977d7ef0da330,PI33_DR_IAE_51681,fbms_acq@ios.doi.gov,2017-02-08 09:38:18+00:00,2017-01-12 17:38:34+00:00,https://sam.gov/opp/8c9015b51ce2a39889398c6f339054ae/view
HSTS02-17-Q-NCP021,Vehicle Relocation ,"This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued.The solicitation number is HSTS02-17-Q-NCP021. This Request for Quotation (RFQ) is issued for a Purchase Order for relocation of one vehicle. Quoters are requested to review the attached Purchase Order Terms and Conditions document, which is the solicitation document itself, as well as the Solicitation Attachments. Please review all documents carefully.The RFQ and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2005-89.The RFQ is being solicited on an unrestricted basis. The NAICS code is 488510 with a small business size standard of $15.0 million.List of contract line item number(s) and items, quantities and units of measure: See attached Purchase Order Terms and Conditions.Description of requirements for the items to be acquired: See attached Purchase Order Terms and Conditions.Date of Delivery: See attached Purchase Order Terms and Conditions.Place of delivery and performance: See attached Purchase Order Terms and Conditions.The provision at 52.212-1, Instructions to Offerors -- Commercial, applies to this acquisition, however no alternative terms and conditions or commercial items outside those specified in the attached Purchase Order Terms and Conditions will be considered.The provision at 52.212-2, Evaluation -- Commercial Items, is not used in this solicitation. Please see the attached Purchase Order Terms and Conditions for the evaluation procedures to be used.Quoters shall include a completed copy of the provision at 52.212-3, Offeror Representations and Certifications -- Commercial Items, with its quote or provide a statement that the quoter is in compliance with paragraph (b)(2) of the provision and that none of the exceptions found in paragraphs (c) through (r) of the provision apply.Clause at 52.212-4, Contract Terms and Conditions -- Commercial Items, applies to this acquisition.The clause at 52.212-5, Contract Terms and Conditions Required To Implement Statutes Or Executive Orders -- Commercial Items, applies to this acquisition with the following additional FAR clauses cited in the clause:_x__ (14) (i) 52.219-6, Notice of Total Small Business Aside (Nov 2011) (15 U.S.C. 644)._x__ (22) 52.219-28, Post Award Small Business Program Rerepresentation (Jul 2013) (15 U.S.C. 632(a)(2))._x__ (25) 52.222-3, Convict Labor (June 2003) (E.O. 11755)._x__ (26) 52.222-19, Child Labor-Cooperation with Authorities and Remedies (Feb 2016) (E.O. 13126)._x__ (27) 52.222-21, Prohibition of Segregated Facilities (Apr 2015)._x__ (28) 52.222-26, Equal Opportunity (Apr 2015) (E.O. 11246)._x__ (29) 52.222-35, Equal Opportunity for Veterans (Oct 2015) (38 U.S.C. 4212)._x__ (30) 52.222-36, Equal Opportunity for Workers with Disabilities (Jul 2014) (29 U.S.C. 793)._x__ (31) 52.222-37, Employment Reports on Veterans (Feb 2016) (38 U.S.C. 4212)._x__ (32) 52.222-40, Notification of Employee Rights Under the National Labor Relations Act (Dec 2010) (E.O. 13496)._x__ (33) (i) 52.222-50, Combating Trafficking in Persons (Mar 2015) (22 U.S.C. chapter 78 and E.O. 13627)._x_ (44) 52.223-18, Encouraging Contractor Policies to Ban Text Messaging while Driving (Aug 2011) (E.O. 13513)._x__ (56) 52.232-33, Payment by Electronic Funds Transfer- System for Award Management (Jul 2013) (31 U.S.C. 3332).There are no additional contract requirement(s) or terms and conditions, outside of the attached Purchase Order Terms and Conditions, determined by the contracting officer to be necessary for this acquisition and consistent with customary commercial practices.Defense Priorities and Allocations System (DPAS) and assigned rating: NAThe following are the milestones for the key events leading to the award of the Purchase Order: TSA will award one (1) Purchase Order to the Quoter that submits the lowest price technically acceptable (LPTA) quote. The LPTA process is appropriate when best value is expected to result from selection of a technically acceptable quote with the lowest evaluated price.",Transportation Security Administration,2016-11-02 20:34:10+00:00,11/2/2016,2016-11-16 18:00:00+00:00,11/16/2016,,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contract Specialist ,Pegah Azizi,pegah.azizi@tsa.dhs.gov,571-227-1795,571-2273219,Contracting Officer,Kurt Allen,kurt.allen@tsa.dhs.gov,571-227-3259,571-227-3219,See SOW ,,,,,USA,,,,,,,,,,,,7013,70T090,CONTRACTING AND PROCUREMENT,c0390505d4e161b34f3ef327c915a2db,PI33_DR_IAE_51681,pegah.azizi@tsa.dhs.gov,2016-12-01 09:42:21+00:00,2016-11-02 20:34:10+00:00,https://sam.gov/opp/c0390505d4e161b34f3ef327c915a2db/view
W91B4N-17-T-0000,In-Transit Visibility (ITV) service ,"  US FORCES AFGHANISTAN SERVICE SOURCES SOUGHT SYNOPSIS
IN-TRANSIT VISIBILITY SERVICE
Regional Contingency Contracting - Afghanistan is issuing this sources sought synopsis as a means of conducting market research to identify parties having an interest in and the resources to support this requirement for In-Transit Visibility (ITV) service throughout the Afghani theater. This service tracks the movement of military equipment and supplies on host nation contractor owned and operated transportation assets throughout the combined joint operations area of Afghanistan (CJOA-A).  The result of this market research will contribute to determining the method of procurement. The applicable North American Industry Classification System (NAICS) code assigned to this procurement is 488510, Freight Transportation Arrangement.  The magnitude of this procurement is projected to be between $1,000,000.00 and $5,000,000.00  
This service shall include maintenance, updates, anomalies, server monitoring, and data feed management from the Contractor's operations center. This includes the basic reporting of vehicles tracked, number and identification of transponders actively on-line, active panic alarms and panic alarms activated in preceding 60 minutes, and location of vehicles. The ITV Software shall display the location of the vehicles tracked on a topographical map current as of the date of contract award and updated no less than quarterly. The ITV Software shall display the status of the vehicles being tracked utilizing a color code scheme and shall provide detailed information of the vehicle being tracked when the cursor/pointer hovers or clicks on a specific vehicle. The ITV Software shall provide fidelity within 1 square mile of area to the entire CJOA-A for vehicle tracking. The contract is projected to be awarded on or about 16 FEB 2017.    
THERE IS NO SOLICITATION AT THIS TIME. This request for capability information does not constitute a request for proposals; submission of any information in response to this market survey is purely voluntary; the government assumes no financial responsibility for any costs incurred.  If your organization has the potential capacity to perform these contract services, please provide the following information: 1) Organization name, address, email address, Web site address, telephone number, and size and type of ownership for the organization; and 2) Tailored capability statements addressing the particulars of this effort, with appropriate documentation supporting claims of organizational and staff capability. If significant subcontracting or teaming is anticipated in order to deliver technical capability, organizations should address the administrative and management structure of such arrangements. 
The government will evaluate market information to ascertain potential market capacity to 1) provide services consistent in scope and scale with those described in this notice and otherwise anticipated; 2) secure and apply the full range of corporate financial, human capital, and technical resources required to successfully perform similar requirements; and 3) implement a successful project management plan that includes: compliance with tight program schedules; cost containment; meeting and tracking performance; hiring and retention of key personnel and risk mitigation.   
Submission Instructions: Interested parties who consider themselves qualified to perform the above-listed services are invited to submit a response to this Sources Sought Notice by 21 OCT 2016. All responses under this Sources Sought Notice must be emailed to Mr. Thomas Luft at thomas.b.luft@afghan.swa.army.mil. 
 
If you have any questions concerning this opportunity please contact: mark.h.fitzgerald.mil@mail.mil ",Joint Munitions Command,2016-10-06 08:55:40+00:00,10/6/2016,2016-10-21 22:00:00+00:00,10/21/2016,,Sources Sought,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Contracting Specialist,Rose M Rivera,rose.m.rivera@afghan.swa.army.mil,3184494875,,,,,,,,,Bagram,,,AFG,,,,,,,,,,,,2100,W52P1J,W4MM USA JOINT MUNITIONS CMD,01c855f3ae0e2d6fbf48fd54f12743be,PI33_DR_IAE_51681,,2016-11-05 08:35:43+00:00,2016-10-06 08:55:40+00:00,https://sam.gov/opp/01c855f3ae0e2d6fbf48fd54f12743be/view
W9124G-16-T-0003,PR 0010866455 Relocation of Buildings from Ft. Bliss to Ft. Huachuca,,MICC Fort Rucker,2016-09-08 12:12:46+00:00,9/8/2016,2016-09-15 22:15:00+00:00,9/15/2016,,Synopsis Solicitation,HZC,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",contract specialist,Nadene Abramo,nadene.r.abramo.civ@mail.mil,3342552870,,MANAGEMENT ANALYST,DAPHNE D FOSTER,daphne.d.foster.civ@mail.mil,334-255-3908,334-255-1231,"2-13th AVN Reg.
11653 Western Hemp Rd
Ft. Huachuca, AZ 85613",,FORT HUACHUCA,AZ,85613,USA,,,,,,,,,,,,2100,W9124G,W6QM MICC-FT RUCKER,4b6f593dbd7fe0312863bae3f6e66216,PI33_DR_IAE_51681,,2016-09-16 08:35:52+00:00,2016-09-08 12:12:46+00:00,https://sam.gov/opp/b9beac379b6c5f01148898d63b03b2e4/view
488510_Freight_Transportation_Arrangement_Proposed_Covered_Defense_Information_(CDI)_Protection_Requirements,Proposed Covered Defense Information (CDI) Protection Requirements,"USTRANSCOM is proposing protection requirements for ""Covered Defense Information"" (CDI) on their contracts determined to have such information.  USTRANSCOM requests potential future offerors review the proposed language and provide their comments or concerns to the POC's listed in this Notice by 4:00 pm Central time on Wednesday 14 Sept 2016. ",United States Transportation Command,2016-08-30 20:05:38+00:00,8/30/2016,2016-09-14 22:00:00+00:00,9/14/2016,,Special Notice,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",Col.,Glen E. Christensen,glen.e.christensen.mil@mail.mil,(618) 220-6518,N/A,LTC,Raymond C. Casher,raymond.c.casher.mil@mail.mil,(618) 220-7119,N/A,"508 Scott Drive, Building 1900",,SCOTT AFB,IL,62225,USA,,,,,,,,,,,,9776,HTC711,USTRANSCOM-AQ,2884b614c986d9e37b23f2967ccafb12,PI33_DR_IAE_51681,mary.j.varel.civ@mail.mil,2016-08-30 20:05:38+00:00,2016-08-30 20:00:24+00:00,https://sam.gov/opp/2884b614c986d9e37b23f2967ccafb12/view
RFI-SPE50016I0001,International Freight Forwarding Services,"Solicitation Number: SPE50016I0001 Notice Type: Sources Sought Synopsis: This Request for Information (RFI) is for planning purposes only and IS NOT a Request for Proposal (RFP), Invitation for Bid (IFB), Request for Quotation (RFQ) or an obligation on the part of the Government to acquire any products or services. Responses to this RFI are not offers and cannot be accepted by the Government to form a binding contract. The Government reserves the right to determine how it should proceed as a result of this notice. Furthermore, those who0 respond to this RFI should not anticipate feedback with regard to its submission. The Government will not pay any cost incurred in response to this RFI. All costs associated with responding to this RFI will be solely at the responding party's expense. The information provided in this RFI is subject to change and is not binding on the Government.International Freight Forwarders (IFFs) are required to complete this Request for Information (RFI) questionary in order to be eligible to receive Request for Quotations (RFQ) from the International Narcotics and Law enforcement (INL) Section in LIMA - Peru.  See enclosed questionay ready for download.",U.S. Embassy In Lima,2016-08-09 14:15:27+00:00,8/9/2016,2016-09-10 04:59:59+00:00,9/10/2016,,Sources Sought,,488510,Freight Transportation Arrangement ,99,Miscellaneous,Procurement Specialist,Saul E Espinoza,espinozase@state.gov,516182160,,,,,,,Lima,,,,,PER,,,,,,,,,,,,,,"INL, U.S. Embassy Lima, Peru",4e484014355a618ac00f092a100393f3,PI33_DR_IAE_51681,espinozase@state.gov,2016-09-24 08:36:14+00:00,2016-08-09 14:15:27+00:00,https://sam.gov/opp/4e484014355a618ac00f092a100393f3/view
HSFE70-16-R-0010_CD,Transporation Servicefor Cross Docking,"                          *****UPDATED ON AUGUST 5, 2016******THIS IS A REQUEST FOR PROPOSAL - The Federal Emergency Management Agency (FEMA), the Logistics Management Division (LMD) is seeking firms with experience in providing Transportation and Cross Dock Operation Services.
This procurement is being solicited as full and open competition. FEMA intends to award multiple Firm Fixed Priced (FFP) Indefinite Delivery Indefinite Quantity (IDIQ) contracts. The contracts will be comprised of a 12-month Base Period and four (4) one-year Option Periods, to begin on or about September 26, 2016. Option years will be exercised at the sole discretion of the Government. This acquisition will be procured pursuant to Federal Acquisition Regulation (FAR) Subpart 12 Acquisition of Commercial Item and FAR Subpart 15 Contracting by Negotiation. The applicable North American Industry Classification System Codes (NAICS) for this procurement is 488510.All firms responding intending to respond must be actively registered in the System for Award Management (SAM) Database at www.sam.gov, and have a Commercial Government Entity code (CAGE Code).
There are six (6) attachments uploaded: Performance Work Statement, Quality Assurance Surveillance Plan, Past Performance Questionnaire, DLA Petroleum Standards, Pricing Spreadsheet and Cross Dock Question and Answer Spreadsheet.
Questions must be submitted using the Cross Dock Question and Answer Spreadsheet (Attachment VI), by 3:00 PM EST on August 11, 2016. Questions after this deadline will not be accepted.
Proposals must be received by 2:00 PM EST, on August 19, 2019. There are no exceptions.",Community Survivor Assistance,2016-08-05 19:17:47+00:00,8/5/2016,2016-08-19 19:00:00+00:00,8/19/2016,,Solicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",,LaShawn Smith,LaShawn.Smith@dhs.gov,202-646-4306,,,Alfredia Allen,alfredia.allen@fema.dhs.gov,202-646-3908,,TBD at Task Order Level,,,,,USA,,,,,,,,,,,,7022,AMDA,COMMUNITY SURVIVOR  ASSISTANCE SEC,869399dbea2cce1194fe9a6302c2d6a5,PI33_DR_IAE_51681,LaShawn.Smith@fema.dhs.gov,2019-06-03 09:13:33+00:00,2016-08-05 19:17:47+00:00,https://sam.gov/opp/dce1b9947501307f71bd815c56b32684/view
HSFE70-16-R-0010,Transportation Services,"THIS IS A SYNOPSIS NOTICE ONLY, for Transportation Services.THIS IS NOT A REQUEST FOR PROPOSAL (RFP).The Federal Emergency Management Agency (FEMA), the Logistics Management Division (LMD) intends to issue a request for proposal (RFP) seeking firms with experience in the area of providing Transportation and Cross Dock Operation Services. Awarding a contract for transportation services/cross dock operations will significantly reduce trailer detention costs during disaster activation, and will create mechanisms to better control leased resources. FEMA anticipates awarding a Firm Fixed-Price Contract with a one-year base period and four (4) one-year option periods to begin on or about September 26, 2016. Option years will be exercised at the sole discretion of the Government. The procurement will be awarded following FAR 12 procedures. The applicable NAICS: 488510Offerors MUST be registered within the SAM database in order to receive an award for this procurement. The website for SAM is https://www.sam.gov/portal/public/SAM/. SAM is a Federal Government owned and operated free web site that consolidates the capabilities in the Central Contractor Registration (CCR)/FedReg, and Online Representation and Certifications Application (ORCA). Future phases of SAM will add the capabilities of other systems used in Federal procurement and awards processes. Offerors are required to use the SAM database for Representation and Certification submissions under this solicitation. All responsible sources may submit a proposal which shall be considered by the agency.Again, this is not a Request for Proposal. No questions will be taken at this time.Contracting Officer Address:LaShawn Smith, Contracting OfficerAlfredia Allen, Contract Specialist 500 C. Street, SWWashington, D.C. 20472
 ",Community Survivor Assistance,2016-07-13 17:40:01+00:00,7/13/2016,2016-07-16 04:59:59+00:00,7/16/2016,,Presolicitation,,488510,Freight Transportation Arrangement ,V,"Transport, Travel, Relocation",,LaShawn Smith,LaShawn.Smith@dhs.gov,202-646-4306,,,,,,,The services shall support FEMA operations in the 48 Contiguous United States and the District of Columbia,,,,,USA,,,,,,,,,,,,7022,AMDA,COMMUNITY SURVIVOR  ASSISTANCE SEC,9e46ad8da5be81f48af045a606d1047c,PI33_DR_IAE_51681,LaShawn.Smith@fema.dhs.gov,2019-06-03 09:13:35+00:00,2016-07-13 17:40:01+00:00,https://sam.gov/opp/9e46ad8da5be81f48af045a606d1047c/view
